number,name,base_name,form_name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,link,sprite_url
0898,Calyrex,Calyrex,,Psychic,Grass,500,100,80,80,80,80,80,https://pokemondb.net/pokedex/calyrex,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/calyrex.avif
0898,Calyrex (Ice Rider),Calyrex,Ice Rider,Psychic,Ice,680,100,165,150,85,130,50,https://pokemondb.net/pokedex/calyrex,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/calyrex-ice-rider.avif
0898,Calyrex (Shadow Rider),Calyrex,Shadow Rider,Psychic,Ghost,680,100,85,80,165,100,150,https://pokemondb.net/pokedex/calyrex,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/calyrex-shadow-rider.avif
0899,Wyrdeer,Wyrdeer,,Normal,Psychic,525,103,105,72,105,75,65,https://pokemondb.net/pokedex/wyrdeer,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wyrdeer.avif
0900,Kleavor,Kleavor,,Bug,Rock,500,70,135,95,45,70,85,https://pokemondb.net/pokedex/kleavor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kleavor.avif
0901,Ursaluna,Ursaluna,,Ground,Normal,550,130,140,105,45,80,50,https://pokemondb.net/pokedex/ursaluna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ursaluna.avif
0901,Ursaluna (Bloodmoon),Ursaluna,Bloodmoon,Ground,Normal,555,113,70,120,135,65,52,https://pokemondb.net/pokedex/ursaluna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ursaluna-bloodmoon.avif
0902,Basculegion (Male),Basculegion,Male,Water,Ghost,530,120,112,65,80,75,78,https://pokemondb.net/pokedex/basculegion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/basculegion-male.avif
0902,Basculegion (Female),Basculegion,Female,Water,Ghost,530,120,92,65,100,75,78,https://pokemondb.net/pokedex/basculegion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/basculegion-female.avif
0903,Sneasler,Sneasler,,Fighting,Poison,510,80,130,60,40,80,120,https://pokemondb.net/pokedex/sneasler,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sneasler.avif
0904,Overqwil,Overqwil,,Dark,Poison,510,85,115,95,65,65,85,https://pokemondb.net/pokedex/overqwil,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/overqwil.avif
0905,Enamorus (Incarnate Forme),Enamorus,Incarnate Forme,Fairy,Flying,580,74,115,70,135,80,106,https://pokemondb.net/pokedex/enamorus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/enamorus-incarnate.avif
0905,Enamorus (Therian Forme),Enamorus,Therian Forme,Fairy,Flying,580,74,115,110,135,100,46,https://pokemondb.net/pokedex/enamorus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/enamorus-therian.avif
0906,Sprigatito,Sprigatito,,Grass,,310,40,61,54,45,45,65,https://pokemondb.net/pokedex/sprigatito,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sprigatito.avif
0907,Floragato,Floragato,,Grass,,410,61,80,63,60,63,83,https://pokemondb.net/pokedex/floragato,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/floragato.avif
0908,Meowscarada,Meowscarada,,Grass,Dark,530,76,110,70,81,70,123,https://pokemondb.net/pokedex/meowscarada,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meowscarada.avif
0909,Fuecoco,Fuecoco,,Fire,,310,67,45,59,63,40,36,https://pokemondb.net/pokedex/fuecoco,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fuecoco.avif
0910,Crocalor,Crocalor,,Fire,,411,81,55,78,90,58,49,https://pokemondb.net/pokedex/crocalor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crocalor.avif
0911,Skeledirge,Skeledirge,,Fire,Ghost,530,104,75,100,110,75,66,https://pokemondb.net/pokedex/skeledirge,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skeledirge.avif
0912,Quaxly,Quaxly,,Water,,310,55,65,45,50,45,50,https://pokemondb.net/pokedex/quaxly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quaxly.avif
0913,Quaxwell,Quaxwell,,Water,,410,70,85,65,65,60,65,https://pokemondb.net/pokedex/quaxwell,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quaxwell.avif
0914,Quaquaval,Quaquaval,,Water,Fighting,530,85,120,80,85,75,85,https://pokemondb.net/pokedex/quaquaval,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quaquaval.avif
0915,Lechonk,Lechonk,,Normal,,254,54,45,40,35,45,35,https://pokemondb.net/pokedex/lechonk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lechonk.avif
0916,Oinkologne (Male),Oinkologne,Male,Normal,,489,110,100,75,59,80,65,https://pokemondb.net/pokedex/oinkologne,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/oinkologne-male.avif
0916,Oinkologne (Female),Oinkologne,Female,Normal,,489,115,90,70,59,90,65,https://pokemondb.net/pokedex/oinkologne,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/oinkologne-female.avif
0917,Tarountula,Tarountula,,Bug,,210,35,41,45,29,40,20,https://pokemondb.net/pokedex/tarountula,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tarountula.avif
0918,Spidops,Spidops,,Bug,,404,60,79,92,52,86,35,https://pokemondb.net/pokedex/spidops,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spidops.avif
0919,Nymble,Nymble,,Bug,,210,33,46,40,21,25,45,https://pokemondb.net/pokedex/nymble,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nymble.avif
0920,Lokix,Lokix,,Bug,Dark,450,71,102,78,52,55,92,https://pokemondb.net/pokedex/lokix,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lokix.avif
0921,Pawmi,Pawmi,,Electric,,240,45,50,20,40,25,60,https://pokemondb.net/pokedex/pawmi,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pawmi.avif
0922,Pawmo,Pawmo,,Electric,Fighting,350,60,75,40,50,40,85,https://pokemondb.net/pokedex/pawmo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pawmo.avif
0923,Pawmot,Pawmot,,Electric,Fighting,490,70,115,70,70,60,105,https://pokemondb.net/pokedex/pawmot,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pawmot.avif
0924,Tandemaus,Tandemaus,,Normal,,305,50,50,45,40,45,75,https://pokemondb.net/pokedex/tandemaus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tandemaus.avif
0925,Maushold (Family of Four),Maushold,Family of Four,Normal,,470,74,75,70,65,75,111,https://pokemondb.net/pokedex/maushold,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/maushold-family4.avif
0925,Maushold (Family of Three),Maushold,Family of Three,Normal,,470,74,75,70,65,75,111,https://pokemondb.net/pokedex/maushold,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/maushold-family3.avif
0926,Fidough,Fidough,,Fairy,,312,37,55,70,30,55,65,https://pokemondb.net/pokedex/fidough,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fidough.avif
0927,Dachsbun,Dachsbun,,Fairy,,477,57,80,115,50,80,95,https://pokemondb.net/pokedex/dachsbun,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dachsbun.avif
0928,Smoliv,Smoliv,,Grass,Normal,260,41,35,45,58,51,30,https://pokemondb.net/pokedex/smoliv,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/smoliv.avif
0929,Dolliv,Dolliv,,Grass,Normal,354,52,53,60,78,78,33,https://pokemondb.net/pokedex/dolliv,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dolliv.avif
0930,Arboliva,Arboliva,,Grass,Normal,510,78,69,90,125,109,39,https://pokemondb.net/pokedex/arboliva,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arboliva.avif
0931,Squawkabilly (Green Plumage),Squawkabilly,Green Plumage,Normal,Flying,417,82,96,51,45,51,92,https://pokemondb.net/pokedex/squawkabilly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/squawkabilly-green.avif
0931,Squawkabilly (Blue Plumage),Squawkabilly,Blue Plumage,Normal,Flying,417,82,96,51,45,51,92,https://pokemondb.net/pokedex/squawkabilly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/squawkabilly-blue.avif
0931,Squawkabilly (Yellow Plumage),Squawkabilly,Yellow Plumage,Normal,Flying,417,82,96,51,45,51,92,https://pokemondb.net/pokedex/squawkabilly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/squawkabilly-yellow.avif
0931,Squawkabilly (White Plumage),Squawkabilly,White Plumage,Normal,Flying,417,82,96,51,45,51,92,https://pokemondb.net/pokedex/squawkabilly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/squawkabilly-white.avif
0932,Nacli,Nacli,,Rock,,280,55,55,75,35,35,25,https://pokemondb.net/pokedex/nacli,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nacli.avif
0933,Naclstack,Naclstack,,Rock,,355,60,60,100,35,65,35,https://pokemondb.net/pokedex/naclstack,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/naclstack.avif
0934,Garganacl,Garganacl,,Rock,,500,100,100,130,45,90,35,https://pokemondb.net/pokedex/garganacl,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/garganacl.avif
0935,Charcadet,Charcadet,,Fire,,255,40,50,40,50,40,35,https://pokemondb.net/pokedex/charcadet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/charcadet.avif
0936,Armarouge,Armarouge,,Fire,Psychic,525,85,60,100,125,80,75,https://pokemondb.net/pokedex/armarouge,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/armarouge.avif
0937,Ceruledge,Ceruledge,,Fire,Ghost,525,75,125,80,60,100,85,https://pokemondb.net/pokedex/ceruledge,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ceruledge.avif
0938,Tadbulb,Tadbulb,,Electric,,272,61,31,41,59,35,45,https://pokemondb.net/pokedex/tadbulb,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tadbulb.avif
0939,Bellibolt,Bellibolt,,Electric,,495,109,64,91,103,83,45,https://pokemondb.net/pokedex/bellibolt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bellibolt.avif
0940,Wattrel,Wattrel,,Electric,Flying,280,40,40,35,55,40,70,https://pokemondb.net/pokedex/wattrel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wattrel.avif
0941,Kilowattrel,Kilowattrel,,Electric,Flying,490,70,70,60,105,60,125,https://pokemondb.net/pokedex/kilowattrel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kilowattrel.avif
0942,Maschiff,Maschiff,,Dark,,340,60,78,60,40,51,51,https://pokemondb.net/pokedex/maschiff,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/maschiff.avif
0943,Mabosstiff,Mabosstiff,,Dark,,505,80,120,90,60,70,85,https://pokemondb.net/pokedex/mabosstiff,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mabosstiff.avif
0944,Shroodle,Shroodle,,Poison,Normal,290,40,65,35,40,35,75,https://pokemondb.net/pokedex/shroodle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shroodle.avif
0945,Grafaiai,Grafaiai,,Poison,Normal,485,63,95,65,80,72,110,https://pokemondb.net/pokedex/grafaiai,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grafaiai.avif
0946,Bramblin,Bramblin,,Grass,Ghost,275,40,65,30,45,35,60,https://pokemondb.net/pokedex/bramblin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bramblin.avif
0947,Brambleghast,Brambleghast,,Grass,Ghost,480,55,115,70,80,70,90,https://pokemondb.net/pokedex/brambleghast,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/brambleghast.avif
0948,Toedscool,Toedscool,,Ground,Grass,335,40,40,35,50,100,70,https://pokemondb.net/pokedex/toedscool,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/toedscool.avif
0949,Toedscruel,Toedscruel,,Ground,Grass,515,80,70,65,80,120,100,https://pokemondb.net/pokedex/toedscruel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/toedscruel.avif
0950,Klawf,Klawf,,Rock,,450,70,100,115,35,55,75,https://pokemondb.net/pokedex/klawf,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klawf.avif
0951,Capsakid,Capsakid,,Grass,,304,50,62,40,62,40,50,https://pokemondb.net/pokedex/capsakid,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/capsakid.avif
0952,Scovillain,Scovillain,,Grass,Fire,486,65,108,65,108,65,75,https://pokemondb.net/pokedex/scovillain,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scovillain.avif
0953,Rellor,Rellor,,Bug,,270,41,50,60,31,58,30,https://pokemondb.net/pokedex/rellor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rellor.avif
0954,Rabsca,Rabsca,,Bug,Psychic,470,75,50,85,115,100,45,https://pokemondb.net/pokedex/rabsca,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rabsca.avif
0955,Flittle,Flittle,,Psychic,,255,30,35,30,55,30,75,https://pokemondb.net/pokedex/flittle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flittle.avif
0956,Espathra,Espathra,,Psychic,,481,95,60,60,101,60,105,https://pokemondb.net/pokedex/espathra,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/espathra.avif
0957,Tinkatink,Tinkatink,,Fairy,Steel,297,50,45,45,35,64,58,https://pokemondb.net/pokedex/tinkatink,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tinkatink.avif
0958,Tinkatuff,Tinkatuff,,Fairy,Steel,380,65,55,55,45,82,78,https://pokemondb.net/pokedex/tinkatuff,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tinkatuff.avif
0959,Tinkaton,Tinkaton,,Fairy,Steel,506,85,75,77,70,105,94,https://pokemondb.net/pokedex/tinkaton,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tinkaton.avif
0960,Wiglett,Wiglett,,Water,,245,10,55,25,35,25,95,https://pokemondb.net/pokedex/wiglett,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wiglett.avif
0961,Wugtrio,Wugtrio,,Water,,425,35,100,50,50,70,120,https://pokemondb.net/pokedex/wugtrio,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wugtrio.avif
0962,Bombirdier,Bombirdier,,Flying,Dark,485,70,103,85,60,85,82,https://pokemondb.net/pokedex/bombirdier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bombirdier.avif
0963,Finizen,Finizen,,Water,,315,70,45,40,45,40,75,https://pokemondb.net/pokedex/finizen,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/finizen.avif
0964,Palafin (Zero Form),Palafin,Zero Form,Water,,457,100,70,72,53,62,100,https://pokemondb.net/pokedex/palafin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palafin-zero.avif
0964,Palafin (Hero Form),Palafin,Hero Form,Water,,650,100,160,97,106,87,100,https://pokemondb.net/pokedex/palafin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palafin-hero.avif
0965,Varoom,Varoom,,Steel,Poison,300,45,70,63,30,45,47,https://pokemondb.net/pokedex/varoom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/varoom.avif
0966,Revavroom,Revavroom,,Steel,Poison,500,80,119,90,54,67,90,https://pokemondb.net/pokedex/revavroom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/revavroom.avif
0967,Cyclizar,Cyclizar,,Dragon,Normal,501,70,95,65,85,65,121,https://pokemondb.net/pokedex/cyclizar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cyclizar.avif
0968,Orthworm,Orthworm,,Steel,,480,70,85,145,60,55,65,https://pokemondb.net/pokedex/orthworm,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/orthworm.avif
0969,Glimmet,Glimmet,,Rock,Poison,350,48,35,42,105,60,60,https://pokemondb.net/pokedex/glimmet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glimmet.avif
0970,Glimmora,Glimmora,,Rock,Poison,525,83,55,90,130,81,86,https://pokemondb.net/pokedex/glimmora,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glimmora.avif
0971,Greavard,Greavard,,Ghost,,290,50,61,60,30,55,34,https://pokemondb.net/pokedex/greavard,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/greavard.avif
0972,Houndstone,Houndstone,,Ghost,,488,72,101,100,50,97,68,https://pokemondb.net/pokedex/houndstone,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/houndstone.avif
0973,Flamigo,Flamigo,,Flying,Fighting,500,82,115,74,75,64,90,https://pokemondb.net/pokedex/flamigo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flamigo.avif
0974,Cetoddle,Cetoddle,,Ice,,334,108,68,45,30,40,43,https://pokemondb.net/pokedex/cetoddle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cetoddle.avif
0975,Cetitan,Cetitan,,Ice,,521,170,113,65,45,55,73,https://pokemondb.net/pokedex/cetitan,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cetitan.avif
0976,Veluza,Veluza,,Water,Psychic,478,90,102,73,78,65,70,https://pokemondb.net/pokedex/veluza,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/veluza.avif
0977,Dondozo,Dondozo,,Water,,530,150,100,115,65,65,35,https://pokemondb.net/pokedex/dondozo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dondozo.avif
0978,Tatsugiri (Curly Form),Tatsugiri,Curly Form,Dragon,Water,475,68,50,60,120,95,82,https://pokemondb.net/pokedex/tatsugiri,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tatsugiri-curly.avif
0978,Tatsugiri (Droopy Form),Tatsugiri,Droopy Form,Dragon,Water,475,68,50,60,120,95,82,https://pokemondb.net/pokedex/tatsugiri,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tatsugiri-droopy.avif
0978,Tatsugiri (Stretchy Form),Tatsugiri,Stretchy Form,Dragon,Water,475,68,50,60,120,95,82,https://pokemondb.net/pokedex/tatsugiri,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tatsugiri-stretchy.avif
0979,Annihilape,Annihilape,,Fighting,Ghost,535,110,115,80,50,90,90,https://pokemondb.net/pokedex/annihilape,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/annihilape.avif
0980,Clodsire,Clodsire,,Poison,Ground,430,130,75,60,45,100,20,https://pokemondb.net/pokedex/clodsire,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clodsire.avif
0981,Farigiraf,Farigiraf,,Normal,Psychic,520,120,90,70,110,70,60,https://pokemondb.net/pokedex/farigiraf,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/farigiraf.avif
0982,Dudunsparce (Two-Segment Form),Dudunsparce,Two-Segment Form,Normal,,520,125,100,80,85,75,55,https://pokemondb.net/pokedex/dudunsparce,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dudunsparce-two-segment.avif
0982,Dudunsparce (Three-Segment Form),Dudunsparce,Three-Segment Form,Normal,,520,125,100,80,85,75,55,https://pokemondb.net/pokedex/dudunsparce,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dudunsparce-three-segment.avif
0983,Kingambit,Kingambit,,Dark,Steel,550,100,135,120,60,85,50,https://pokemondb.net/pokedex/kingambit,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kingambit.avif
0984,Great Tusk,Great Tusk,,Ground,Fighting,570,115,131,131,53,53,87,https://pokemondb.net/pokedex/great-tusk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/great-tusk.avif
0985,Scream Tail,Scream Tail,,Fairy,Psychic,570,115,65,99,65,115,111,https://pokemondb.net/pokedex/scream-tail,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scream-tail.avif
0986,Brute Bonnet,Brute Bonnet,,Grass,Dark,570,111,127,99,79,99,55,https://pokemondb.net/pokedex/brute-bonnet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/brute-bonnet.avif
0987,Flutter Mane,Flutter Mane,,Ghost,Fairy,570,55,55,55,135,135,135,https://pokemondb.net/pokedex/flutter-mane,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flutter-mane.avif
0988,Slither Wing,Slither Wing,,Bug,Fighting,570,85,135,79,85,105,81,https://pokemondb.net/pokedex/slither-wing,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slither-wing.avif
0989,Sandy Shocks,Sandy Shocks,,Electric,Ground,570,85,81,97,121,85,101,https://pokemondb.net/pokedex/sandy-shocks,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandy-shocks.avif
0990,Iron Treads,Iron Treads,,Ground,Steel,570,90,112,120,72,70,106,https://pokemondb.net/pokedex/iron-treads,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/iron-treads.avif
0991,Iron Bundle,Iron Bundle,,Ice,Water,570,56,80,114,124,60,136,https://pokemondb.net/pokedex/iron-bundle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/iron-bundle.avif
0992,Iron Hands,Iron Hands,,Fighting,Electric,570,154,140,108,50,68,50,https://pokemondb.net/pokedex/iron-hands,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/iron-hands.avif
0993,Iron Jugulis,Iron Jugulis,,Dark,Flying,570,94,80,86,122,80,108,https://pokemondb.net/pokedex/iron-jugulis,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/iron-jugulis.avif
0994,Iron Moth,Iron Moth,,Fire,Poison,570,80,70,60,140,110,110,https://pokemondb.net/pokedex/iron-moth,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/iron-moth.avif
0995,Iron Thorns,Iron Thorns,,Rock,Electric,570,100,134,110,70,84,72,https://pokemondb.net/pokedex/iron-thorns,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/iron-thorns.avif
0996,Frigibax,Frigibax,,Dragon,Ice,320,65,75,45,35,45,55,https://pokemondb.net/pokedex/frigibax,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/frigibax.avif
0997,Arctibax,Arctibax,,Dragon,Ice,423,90,95,66,45,65,62,https://pokemondb.net/pokedex/arctibax,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arctibax.avif
