name,category,effect,sprite_url
TR06,Machines,Teaches the move Blizzard.,https://img.pokemondb.net/s.png
TR07,Machines,Teaches the move Low Kick.,https://img.pokemondb.net/s.png
TR08,Machines,Teaches the move Thunderbolt.,https://img.pokemondb.net/s.png
TR09,Machines,Teaches the move Thunder.,https://img.pokemondb.net/s.png
TR10,Machines,Teaches the move Earthquake.,https://img.pokemondb.net/s.png
TR11,Machines,Teaches the move Psychic.,https://img.pokemondb.net/s.png
TR12,Machines,Teaches the move Agility.,https://img.pokemondb.net/s.png
TR13,Machines,Teaches the move Focus Energy.,https://img.pokemondb.net/s.png
TR14,Machines,Teaches the move Metronome.,https://img.pokemondb.net/s.png
TR15,Machines,Teaches the move Fire Blast.,https://img.pokemondb.net/s.png
TR16,Machines,Teaches the move Waterfall.,https://img.pokemondb.net/s.png
TR17,Machines,Teaches the move Amnesia.,https://img.pokemondb.net/s.png
TR18,Machines,Teaches the move Leech Life.,https://img.pokemondb.net/s.png
TR19,Machines,Teaches the move Tri Attack.,https://img.pokemondb.net/s.png
TR20,Machines,Teaches the move Substitute.,https://img.pokemondb.net/s.png
TR21,Machines,Teaches the move Reversal.,https://img.pokemondb.net/s.png
TR22,Machines,Teaches the move Sludge Bomb.,https://img.pokemondb.net/s.png
TR23,Machines,Teaches the move Spikes.,https://img.pokemondb.net/s.png
TR24,Machines,Teaches the move Outrage.,https://img.pokemondb.net/s.png
TR25,Machines,Teaches the move Psyshock.,https://img.pokemondb.net/s.png
TR26,Machines,Teaches the move Endure.,https://img.pokemondb.net/s.png
TR27,Machines,Teaches the move Sleep Talk.,https://img.pokemondb.net/s.png
TR28,Machines,Teaches the move Megahorn.,https://img.pokemondb.net/s.png
TR29,Machines,Teaches the move Baton Pass.,https://img.pokemondb.net/s.png
TR30,Machines,Teaches the move Encore.,https://img.pokemondb.net/s.png
TR31,Machines,Teaches the move Iron Tail.,https://img.pokemondb.net/s.png
TR32,Machines,Teaches the move Crunch.,https://img.pokemondb.net/s.png
TR33,Machines,Teaches the move Shadow Ball.,https://img.pokemondb.net/s.png
TR34,Machines,Teaches the move Future Sight.,https://img.pokemondb.net/s.png
TR35,Machines,Teaches the move Uproar.,https://img.pokemondb.net/s.png
TR36,Machines,Teaches the move Heat Wave.,https://img.pokemondb.net/s.png
TR37,Machines,Teaches the move Taunt.,https://img.pokemondb.net/s.png
TR38,Machines,Teaches the move Trick.,https://img.pokemondb.net/s.png
TR39,Machines,Teaches the move Superpower.,https://img.pokemondb.net/s.png
TR40,Machines,Teaches the move Skill Swap.,https://img.pokemondb.net/s.png
TR41,Machines,Teaches the move Blaze Kick.,https://img.pokemondb.net/s.png
TR42,Machines,Teaches the move Hyper Voice.,https://img.pokemondb.net/s.png
TR43,Machines,Teaches the move Overheat.,https://img.pokemondb.net/s.png
TR44,Machines,Teaches the move Cosmic Power.,https://img.pokemondb.net/s.png
TR45,Machines,Teaches the move Muddy Water.,https://img.pokemondb.net/s.png
TR46,Machines,Teaches the move Iron Defense.,https://img.pokemondb.net/s.png
TR47,Machines,Teaches the move Dragon Claw.,https://img.pokemondb.net/s.png
TR48,Machines,Teaches the move Bulk Up.,https://img.pokemondb.net/s.png
TR49,Machines,Teaches the move Calm Mind.,https://img.pokemondb.net/s.png
TR50,Machines,Teaches the move Leaf Blade.,https://img.pokemondb.net/s.png
TR51,Machines,Teaches the move Dragon Dance.,https://img.pokemondb.net/s.png
TR52,Machines,Teaches the move Gyro Ball.,https://img.pokemondb.net/s.png
TR53,Machines,Teaches the move Close Combat.,https://img.pokemondb.net/s.png
TR54,Machines,Teaches the move Toxic Spikes.,https://img.pokemondb.net/s.png
TR55,Machines,Teaches the move Flare Blitz.,https://img.pokemondb.net/s.png
TR56,Machines,Teaches the move Aura Sphere.,https://img.pokemondb.net/s.png
TR57,Machines,Teaches the move Poison Jab.,https://img.pokemondb.net/s.png
TR58,Machines,Teaches the move Dark Pulse.,https://img.pokemondb.net/s.png
TR59,Machines,Teaches the move Seed Bomb.,https://img.pokemondb.net/s.png
TR60,Machines,Teaches the move X-Scissor.,https://img.pokemondb.net/s.png
TR61,Machines,Teaches the move Bug Buzz.,https://img.pokemondb.net/s.png
TR62,Machines,Teaches the move Dragon Pulse.,https://img.pokemondb.net/s.png
TR63,Machines,Teaches the move Power Gem.,https://img.pokemondb.net/s.png
TR64,Machines,Teaches the move Focus Blast.,https://img.pokemondb.net/s.png
TR65,Machines,Teaches the move Energy Ball.,https://img.pokemondb.net/s.png
TR66,Machines,Teaches the move Brave Bird.,https://img.pokemondb.net/s.png
TR67,Machines,Teaches the move Earth Power.,https://img.pokemondb.net/s.png
TR68,Machines,Teaches the move Nasty Plot.,https://img.pokemondb.net/s.png
TR69,Machines,Teaches the move Zen Headbutt.,https://img.pokemondb.net/s.png
TR70,Machines,Teaches the move Flash Cannon.,https://img.pokemondb.net/s.png
TR71,Machines,Teaches the move Leaf Storm.,https://img.pokemondb.net/s.png
TR72,Machines,Teaches the move Power Whip.,https://img.pokemondb.net/s.png
TR73,Machines,Teaches the move Gunk Shot.,https://img.pokemondb.net/s.png
TR74,Machines,Teaches the move Iron Head.,https://img.pokemondb.net/s.png
TR75,Machines,Teaches the move Stone Edge.,https://img.pokemondb.net/s.png
TR76,Machines,Teaches the move Stealth Rock.,https://img.pokemondb.net/s.png
TR77,Machines,Teaches the move Grass Knot.,https://img.pokemondb.net/s.png
TR78,Machines,Teaches the move Sludge Wave.,https://img.pokemondb.net/s.png
TR79,Machines,Teaches the move Heavy Slam.,https://img.pokemondb.net/s.png
TR80,Machines,Teaches the move Electro Ball.,https://img.pokemondb.net/s.png
TR81,Machines,Teaches the move Foul Play.,https://img.pokemondb.net/s.png
TR82,Machines,Teaches the move Stored Power.,https://img.pokemondb.net/s.png
TR83,Machines,Teaches the move Ally Switch.,https://img.pokemondb.net/s.png
TR84,Machines,Teaches the move Scald.,https://img.pokemondb.net/s.png
TR85,Machines,Teaches the move Work Up.,https://img.pokemondb.net/s.png
TR86,Machines,Teaches the move Wild Charge.,https://img.pokemondb.net/s.png
TR87,Machines,Teaches the move Drill Run.,https://img.pokemondb.net/s.png
TR88,Machines,Teaches the move Heat Crash.,https://img.pokemondb.net/s.png
TR89,Machines,Teaches the move Hurricane.,https://img.pokemondb.net/s.png
TR90,Machines,Teaches the move Play Rough.,https://img.pokemondb.net/s.png
TR91,Machines,Teaches the move Venom Drench.,https://img.pokemondb.net/s.png
TR92,Machines,Teaches the move Dazzling Gleam.,https://img.pokemondb.net/s.png
TR93,Machines,Teaches the move Darkest Lariat.,https://img.pokemondb.net/s.png
TR94,Machines,Teaches the move High Horsepower.,https://img.pokemondb.net/s.png
TR95,Machines,Teaches the move Throat Chop.,https://img.pokemondb.net/s.png
TR96,Machines,Teaches the move Pollen Puff.,https://img.pokemondb.net/s.png
TR97,Machines,Teaches the move Psychic Fangs.,https://img.pokemondb.net/s.png
TR98,Machines,Teaches the move Liquidation.,https://img.pokemondb.net/s.png
TR99,Machines,Teaches the move Body Press.,https://img.pokemondb.net/s.png
Tropical Shell,General items,,https://img.pokemondb.net/s.png
Tropius Leaf,General items,"Material obtained after defeating/catching Tropius, used in TM crafting.",https://img.pokemondb.net/s.png
Tumblestone,General items,,https://img.pokemondb.net/s.png
Twice-Spiced Radish,General items,,https://img.pokemondb.net/s.png
Twisted Spoon,Hold items,Increases the power of Psychic-type moves.,https://img.pokemondb.net/sprites/items/twisted-spoon.png
Tynamo Slime,General items,"Material obtained after defeating/catching Tynamo, used in TM crafting.",https://img.pokemondb.net/s.png
Tyranitarite,Hold items,Enables Tyranitar to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/tyranitarite.png
Ultra Ball,Pokeballs,Catches wild Pokémon with 2x the rate of a Poké Ball.,https://img.pokemondb.net/sprites/items/ultra-ball.png
Ultranecrozium Z,Hold items,"Allows Ultra Necrozma to upgrade Photon Geyser to a Z-Move, Light That Burns the Sky.",https://img.pokemondb.net/sprites/items/ultranecrozium-z.png
Unremarkable Teacup,General items,Evolves Poltchageist into Sinistcha.,https://img.pokemondb.net/s.png
Upgrade,General items,Evolves Porygon when traded holding the item.,https://img.pokemondb.net/sprites/items/upgrade.png
Utility Umbrella,Hold items,An item to be held by a Pokémon. This sturdy umbrella protects the holder from the effects of weather.,https://img.pokemondb.net/s.png
Varoom Fume,General items,"Material obtained after defeating/catching Varoom, used in TM crafting.",https://img.pokemondb.net/s.png
Vee-Vee Pick,,"A pick designed after Eevee, sporting the Pokémon’s usual expression. It’s easy to grab by the ears, which is part of why it’s so popular.",https://img.pokemondb.net/s.png
Veluza Fillet,General items,"Material obtained after defeating/catching Veluza, used in TM crafting.",https://img.pokemondb.net/s.png
Venonat Fang,General items,"Material obtained after defeating/catching Venonat, used in TM crafting.",https://img.pokemondb.net/s.png
Venusaurite,Hold items,Enables Venusaur to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/venusaurite.png
Vinegar,,A very sour condiment. Vinegars derived from grapes are popular in Paldea. Highly effective when used to add just a light note of flavor.,https://img.pokemondb.net/s.png
Violet Book,,"A record of the expedition that the author, Heath, went on within the Great Crater of Paldea. The book has the name “Turo” written on it in clumsy handwriting.",https://img.pokemondb.net/s.png
Vivichoke,General items,,https://img.pokemondb.net/s.png
Voltorb Sparks,General items,"Material obtained after defeating/catching Voltorb, used in TM crafting.",https://img.pokemondb.net/s.png
Wacan Berry,Berries,Weakens a supereffective Electric-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/wacan-berry.png
Wasabi,,"This very spicy condiment seems close to horseradish at first, but you’ll find that it has a superb flavor all its own.",https://img.pokemondb.net/s.png
Water Gem,Hold items,Increases the power of a Water-type move only once.,https://img.pokemondb.net/sprites/items/water-gem.png
Water Memory,Hold items,Changes Silvally and its move Multi-Attack to Water type.,https://img.pokemondb.net/sprites/items/water-memory.png
Water Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/water-stone.png
Water Tera Shard,,Changes a Pokémon's Tera Type to .,https://img.pokemondb.net/s.png
Watercress,,A very bitter ingredient that stands out among veggies for its quirky flavor. People tend to either like it or not like it—they rarely sit on the fence.,https://img.pokemondb.net/s.png
Waterium Z,Hold items,"Allows the use of Hydro Vortex, the Water type Z-Move.",https://img.pokemondb.net/sprites/items/waterium-z.png
Watmel Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/watmel-berry.png
Wattrel Feather,General items,"Material obtained after defeating/catching Wattrel, used in TM crafting.",https://img.pokemondb.net/s.png
Wave Incense,Hold items,Increases the power of Water-type moves. Breeding Mantine produces Mantyke when held.,https://img.pokemondb.net/sprites/items/wave-incense.png
Weakness Policy,Hold items,Sharply raises Attack and Special Attack if hit by a super-effective move.,https://img.pokemondb.net/sprites/items/weakness-policy.png
Wepear Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/wepear-berry.png
Whimsical Tablecloth,,A tablecloth made in collaboration with a popular picture-book author. The gently drawn Pokémon make even the loveliest picnic table more charming.,https://img.pokemondb.net/s.png
Whipped Cream,,A very sweet condiment. Folks in Paldea seem to love the varieties that really let the sweetness sing.,https://img.pokemondb.net/s.png
Whipped Dream,General items,Evolves Swirlix when traded holding the item.,https://img.pokemondb.net/sprites/items/whipped-dream.png
White Apricorn,General items,A white Apricorn. It doesn't smell like anything.,https://img.pokemondb.net/sprites/items/white-apricorn.png
White Dish,,A dish for picnics. Comes in plenty of colors to choose from based on the food or the mood. The white variety comes recommended by sellers.,https://img.pokemondb.net/s.png
White Flute,General items,A toy flute made from white glass. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/white-flute.png
White Herb,Hold items,An item to be held by a POKéMON. It restores any lowered stat in battle. It can be used only once.,https://img.pokemondb.net/sprites/items/white-herb.png
Wide Lens,Hold items,Increases the accuracy of moves.,https://img.pokemondb.net/sprites/items/wide-lens.png
Wiglett Sand,General items,"Material obtained after defeating/catching Wiglett, used in TM crafting.",https://img.pokemondb.net/s.png
Wiki Berry,Berries,"Restores HP if it's low, but may cause confusion.",https://img.pokemondb.net/sprites/items/wiki-berry.png
Wing Ball,Pokeballs,,https://img.pokemondb.net/s.png
Wingull Feather,General items,"Material obtained after defeating/catching Wingull, used in TM crafting.",https://img.pokemondb.net/s.png
Winking Pika Pick,,"A Pick-achu, if you will, sporting Pikachu’s winking face. It’s easy to grab by the ears, which is part of why it’s so popular.",https://img.pokemondb.net/s.png
Wise Glasses,Hold items,Increases the power of Special-category moves.,https://img.pokemondb.net/sprites/items/wise-glasses.png
Wishing Piece,General items,Activates a Pokémon Den for a Max Raid Battle.,https://img.pokemondb.net/s.png
Wood,General items,,https://img.pokemondb.net/s.png
Wooper Slime,General items,"Material obtained after defeating/catching Wooper, used in TM crafting.",https://img.pokemondb.net/s.png
X Accuracy,Battle items,Raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy.png
X Accuracy 2,Battle items,Sharply raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-2.png
X Accuracy 3,Battle items,Drastically raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-3.png
X Accuracy 6,Battle items,Immensely raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-6.png
X Attack,Battle items,Raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack.png
X Attack 2,Battle items,Sharply raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-2.png
X Attack 3,Battle items,Drastically raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-3.png
X Attack 6,Battle items,Immensely raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-6.png
X Defense,Battle items,Raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense.png
X Defense 2,Battle items,Sharply raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-2.png
X Defense 3,Battle items,Drastically raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-3.png
X Defense 6,Battle items,Immensely raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-6.png
X Sp. Atk,Battle items,Raises Special Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-atk.png
X Sp. Atk 2,Battle items,Sharply raises Special Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-atk-2.png
X Sp. Atk 3,Battle items,Drastically raises Special Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-atk-3.png
X Sp. Atk 6,Battle items,Immensely raises Special Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-atk-6.png
X Sp. Def,Battle items,Raises Special Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-def.png
X Sp. Def 2,Battle items,Sharply raises Special Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-def-2.png
X Sp. Def 3,Battle items,Drastically raises Special Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-def-3.png
X Sp. Def 6,Battle items,Immensely raises Special Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-sp-def-6.png
X Speed,Battle items,Raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed.png
X Speed 2,Battle items,Sharply raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-2.png
X Speed 3,Battle items,Drastically raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-3.png
X Speed 6,Battle items,Immensely raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-6.png
Yache Berry,Berries,Weakens a supereffective Ice-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/yache-berry.png
Yarn Ball,,"A small ball of yarn. It’s woven tight so as not to unravel, but even if it were to come undone, at least you could still use the yarn for something.",https://img.pokemondb.net/s.png
